Freq.	2/V(o5)	2/V(o9)	2/V(o10)	2/V(o12)	2/V(o15)	2/V(o20)
1.19398810446427e+000	(6.63346172904613e+001dB,-1.79999827048403e+002°)	(6.55825093152691e+001dB,-1.79999868170563e+002°)	(6.52167692833693e+001dB,-1.79999894777272e+002°)	(6.56169517806297e+001dB,-1.79999890241698e+002°)	(6.57312995928542e+001dB,-1.79999911789778e+002°)	(6.59295843519274e+001dB,-1.79999947876307e+002°)
1.19674053130724e+000	(6.63346172822705e+001dB,-1.79999826649709e+002°)	(6.55825093133907e+001dB,-1.79999867866665e+002°)	(6.52167692815688e+001dB,-1.79999894534709e+002°)	(6.56169517806303e+001dB,-1.79999889988679e+002°)	(6.57312995928551e+001dB,-1.79999911586433e+002°)	(6.59295843499725e+001dB,-1.79999947756149e+002°)
1.19949930314938e+000	(6.63346172884133e+001dB,-1.79999826250095e+002°)	(6.55825093152690e+001dB,-1.79999867562066e+002°)	(6.52167692815686e+001dB,-1.79999894291586e+002°)	(6.56169517787443e+001dB,-1.79999889735077e+002°)	(6.57312995909438e+001dB,-1.79999911382618e+002°)	(6.59295843538809e+001dB,-1.79999947635715e+002°)
1.20226443461741e+000	(6.63346172843178e+001dB,-1.79999825849560e+002°)	(6.55825093133903e+001dB,-1.79999867256765e+002°)	(6.52167692815680e+001dB,-1.79999894047903e+002°)	(6.56169517787444e+001dB,-1.79999889480890e+002°)	(6.57312995947638e+001dB,-1.79999911178334e+002°)	(6.59295843519266e+001dB,-1.79999947515003e+002°)
1.20503594037179e+000	(6.63346172822700e+001dB,-1.79999825448102e+002°)	(6.55825093152685e+001dB,-1.79999866950760e+002°)	(6.52167692833690e+001dB,-1.79999893803658e+002°)	(6.56169517806294e+001dB,-1.79999889226117e+002°)	(6.57312995947643e+001dB,-1.79999910973579e+002°)	(6.59295843519270e+001dB,-1.79999947394012e+002°)
1.20781383510678e+000	(6.63346172863651e+001dB,-1.79999825045718e+002°)	(6.55825093171465e+001dB,-1.79999866644050e+002°)	(6.52167692815684e+001dB,-1.79999893558851e+002°)	(6.56169517825148e+001dB,-1.79999888970757e+002°)	(6.57312995928530e+001dB,-1.79999910768352e+002°)	(6.59295843538806e+001dB,-1.79999947272743e+002°)
1.21059813355048e+000	(6.63346172843173e+001dB,-1.79999824642407e+002°)	(6.55825093152693e+001dB,-1.79999866336633e+002°)	(6.52167692797675e+001dB,-1.79999893313478e+002°)	(6.56169517787445e+001dB,-1.79999888714808e+002°)	(6.57312995890325e+001dB,-1.79999910562652e+002°)	(6.59295843558359e+001dB,-1.79999947151194e+002°)
1.21338885046497e+000	(6.63346172863647e+001dB,-1.79999824238166e+002°)	(6.55825093133907e+001dB,-1.79999866028507e+002°)	(6.52167692797674e+001dB,-1.79999893067541e+002°)	(6.56169517787442e+001dB,-1.79999888458270e+002°)	(6.57312995909427e+001dB,-1.79999910356477e+002°)	(6.59295843519272e+001dB,-1.79999947029365e+002°)
1.21618600064636e+000	(6.63346172843169e+001dB,-1.79999823832993e+002°)	(6.55825093152688e+001dB,-1.79999865719671e+002°)	(6.52167692815681e+001dB,-1.79999892821036e+002°)	(6.56169517825147e+001dB,-1.79999888201139e+002°)	(6.57312995928544e+001dB,-1.79999910149828e+002°)	(6.59295843558359e+001dB,-1.79999946907255e+002°)
1.21898959892486e+000	(6.63346172863643e+001dB,-1.79999823426886e+002°)	(6.55825093133907e+001dB,-1.79999865410123e+002°)	(6.52167692815681e+001dB,-1.79999892573963e+002°)	(6.56169517806296e+001dB,-1.79999887943416e+002°)	(6.57312995890324e+001dB,-1.79999909942702e+002°)	(6.59295843519272e+001dB,-1.79999946784864e+002°)
1.22179966016487e+000	(6.63346172822689e+001dB,-1.79999823019843e+002°)	(6.55825093152677e+001dB,-1.79999865099861e+002°)	(6.52167692815680e+001dB,-1.79999892326320e+002°)	(6.56169517768578e+001dB,-1.79999887685099e+002°)	(6.57312995909436e+001dB,-1.79999909735098e+002°)	(6.59295843519263e+001dB,-1.79999946662190e+002°)
1.22461619926504e+000	(6.63346172884116e+001dB,-1.79999822611862e+002°)	(6.55825093133898e+001dB,-1.79999864788884e+002°)	(6.52167692851692e+001dB,-1.79999892078107e+002°)	(6.56169517768577e+001dB,-1.79999887426187e+002°)	(6.57312995909431e+001dB,-1.79999909527016e+002°)	(6.59295843538816e+001dB,-1.79999946539234e+002°)
1.22743923115840e+000	(6.63346172843161e+001dB,-1.79999822202940e+002°)	(6.55825093133902e+001dB,-1.79999864477190e+002°)	(6.52167692815681e+001dB,-1.79999891829321e+002°)	(6.56169517806292e+001dB,-1.79999887166677e+002°)	(6.57312995890328e+001dB,-1.79999909318454e+002°)	(6.59295843519268e+001dB,-1.79999946415994e+002°)
1.23026877081238e+000	(6.63346172843159e+001dB,-1.79999821793075e+002°)	(6.55825093171463e+001dB,-1.79999864164778e+002°)	(6.52167692815678e+001dB,-1.79999891579962e+002°)	(6.56169517787439e+001dB,-1.79999886906569e+002°)	(6.57312995909435e+001dB,-1.79999909109412e+002°)	(6.59295843538811e+001dB,-1.79999946292470e+002°)
1.23310483322890e+000	(6.63346172822681e+001dB,-1.79999821382266e+002°)	(6.55825093133898e+001dB,-1.79999863851646e+002°)	(6.52167692815678e+001dB,-1.79999891330028e+002°)	(6.56169517806290e+001dB,-1.79999886645862e+002°)	(6.57312995909430e+001dB,-1.79999908899887e+002°)	(6.59295843499724e+001dB,-1.79999946168661e+002°)
1.23594743344451e+000	(6.63346172822679e+001dB,-1.79999820970510e+002°)	(6.55825093133903e+001dB,-1.79999863537791e+002°)	(6.52167692797674e+001dB,-1.79999891079518e+002°)	(6.56169517768584e+001dB,-1.79999886384554e+002°)	(6.57312995909429e+001dB,-1.79999908689880e+002°)	(6.59295843519263e+001dB,-1.79999946044567e+002°)
1.23879658653036e+000	(6.63346172822677e+001dB,-1.79999820557804e+002°)	(6.55825093152678e+001dB,-1.79999863223213e+002°)	(6.52167692833683e+001dB,-1.79999890828430e+002°)	(6.56169517825148e+001dB,-1.79999886122643e+002°)	(6.57312995909434e+001dB,-1.79999908479388e+002°)	(6.59295843499715e+001dB,-1.79999945920187e+002°)
1.24165230759241e+000	(6.63346172843152e+001dB,-1.79999820144147e+002°)	(6.55825093152678e+001dB,-1.79999862907910e+002°)	(6.52167692833678e+001dB,-1.79999890576764e+002°)	(6.56169517806288e+001dB,-1.79999885860129e+002°)	(6.57312995909434e+001dB,-1.79999908268412e+002°)	(6.59295843499729e+001dB,-1.79999945795520e+002°)
1.24451461177138e+000	(6.63346172822673e+001dB,-1.79999819729537e+002°)	(6.55825093190237e+001dB,-1.79999862591880e+002°)	(6.52167692815671e+001dB,-1.79999890324517e+002°)	(6.56169517806292e+001dB,-1.79999885597009e+002°)	(6.57312995928531e+001dB,-1.79999908056948e+002°)	(6.59295843499720e+001dB,-1.79999945670566e+002°)
1.24738351424294e+000	(6.63346172863624e+001dB,-1.79999819313970e+002°)	(6.55825093115114e+001dB,-1.79999862275122e+002°)	(6.52167692851688e+001dB,-1.79999890071689e+002°)	(6.56169517787431e+001dB,-1.79999885333283e+002°)	(6.57312995909428e+001dB,-1.79999907844998e+002°)	(6.59295843538816e+001dB,-1.79999945545324e+002°)
1.25025903021771e+000	(6.63346172863622e+001dB,-1.79999818897446e+002°)	(6.55825093133896e+001dB,-1.79999861957633e+002°)	(6.52167692797671e+001dB,-1.79999889818278e+002°)	(6.56169517768578e+001dB,-1.79999885068949e+002°)	(6.57312995909428e+001dB,-1.79999907632559e+002°)	(6.59295843519273e+001dB,-1.79999945419793e+002°)
1.25314117494141e+000	(6.63346172822667e+001dB,-1.79999818479962e+002°)	(6.55825093133895e+001dB,-1.79999861639413e+002°)	(6.52167692833678e+001dB,-1.79999889564283e+002°)	(6.56169517806288e+001dB,-1.79999884804006e+002°)	(6.57312995909428e+001dB,-1.79999907419630e+002°)	(6.59295843519273e+001dB,-1.79999945293972e+002°)
1.25602996369487e+000	(6.63346172822665e+001dB,-1.79999818061515e+002°)	(6.55825093171456e+001dB,-1.79999861320459e+002°)	(6.52167692797670e+001dB,-1.79999889309702e+002°)	(6.56169517768577e+001dB,-1.79999884538451e+002°)	(6.57312995928529e+001dB,-1.79999907206210e+002°)	(6.59295843519268e+001dB,-1.79999945167862e+002°)
1.25892541179416e+000	(6.63346172843140e+001dB,-1.79999817642103e+002°)	(6.55825093152671e+001dB,-1.79999861000769e+002°)	(6.52167692851678e+001dB,-1.79999889054535e+002°)	(6.56169517843997e+001dB,-1.79999884272285e+002°)	(6.57312995928534e+001dB,-1.79999906992298e+002°)	(6.59295843519268e+001dB,-1.79999945041461e+002°)
1.26182753459066e+000	(6.63346172843138e+001dB,-1.79999817221725e+002°)	(6.55825093171456e+001dB,-1.79999860680343e+002°)	(6.52167692815675e+001dB,-1.79999888798779e+002°)	(6.56169517806291e+001dB,-1.79999884005505e+002°)	(6.57312995947636e+001dB,-1.79999906777893e+002°)	(6.59295843519268e+001dB,-1.79999944914768e+002°)
1.26473634747115e+000	(6.63346172843136e+001dB,-1.79999816800377e+002°)	(6.55825093152667e+001dB,-1.79999860359178e+002°)	(6.52167692815672e+001dB,-1.79999888542434e+002°)	(6.56169517825145e+001dB,-1.79999883738110e+002°)	(6.57312995909426e+001dB,-1.79999906562994e+002°)	(6.59295843538816e+001dB,-1.79999944787784e+002°)
1.26765186585784e+000	(6.63346172863610e+001dB,-1.79999816378058e+002°)	(6.55825093133888e+001dB,-1.79999860037273e+002°)	(6.52167692797663e+001dB,-1.79999888285498e+002°)	(6.56169517806284e+001dB,-1.79999883470099e+002°)	(6.57312995909431e+001dB,-1.79999906347600e+002°)	(6.59295843538816e+001dB,-1.79999944660506e+002°)
1.27057410520854e+000	(6.63346172863608e+001dB,-1.79999815954766e+002°)	(6.55825093171453e+001dB,-1.79999859714625e+002°)	(6.52167692833677e+001dB,-1.79999888027969e+002°)	(6.56169517825142e+001dB,-1.79999883201470e+002°)	(6.57312995890323e+001dB,-1.79999906131708e+002°)	(6.59295843538816e+001dB,-1.79999944532936e+002°)
1.27350308101666e+000	(6.63346172863606e+001dB,-1.79999815530498e+002°)	(6.55825093171444e+001dB,-1.79999859391234e+002°)	(6.52167692833676e+001dB,-1.79999887769847e+002°)	(6.56169517825139e+001dB,-1.79999882932221e+002°)	(6.57312995909420e+001dB,-1.79999905915320e+002°)	(6.59295843519275e+001dB,-1.79999944405071e+002°)
1.27643880881134e+000	(6.63346172822651e+001dB,-1.79999815105252e+002°)	(6.55825093133890e+001dB,-1.79999859067098e+002°)	(6.52167692851682e+001dB,-1.79999887511129e+002°)	(6.56169517825141e+001dB,-1.79999882662352e+002°)	(6.57312995928535e+001dB,-1.79999905698432e+002°)	(6.59295843538817e+001dB,-1.79999944276911e+002°)
1.27938130415752e+000	(6.63346172843125e+001dB,-1.79999814679026e+002°)	(6.55825093115105e+001dB,-1.79999858742214e+002°)	(6.52167692815669e+001dB,-1.79999887251816e+002°)	(6.56169517806283e+001dB,-1.79999882391861e+002°)	(6.57312995909423e+001dB,-1.79999905481045e+002°)	(6.59295843519268e+001dB,-1.79999944148456e+002°)
1.28233058265602e+000	(6.63346172925029e+001dB,-1.79999814251816e+002°)	(6.55825093115102e+001dB,-1.79999858416581e+002°)	(6.52167692815670e+001dB,-1.79999886991905e+002°)	(6.56169517806289e+001dB,-1.79999882120746e+002°)	(6.57312995909428e+001dB,-1.79999905263156e+002°)	(6.59295843519264e+001dB,-1.79999944019705e+002°)
1.28528665994361e+000	(6.63346172884074e+001dB,-1.79999813823623e+002°)	(6.55825093115106e+001dB,-1.79999858090197e+002°)	(6.52167692815668e+001dB,-1.79999886731394e+002°)	(6.56169517806286e+001dB,-1.79999881849006e+002°)	(6.57312995928520e+001dB,-1.79999905044765e+002°)	(6.59295843538821e+001dB,-1.79999943890657e+002°)
1.28824955169313e+000	(6.63346172843119e+001dB,-1.79999813394442e+002°)	(6.55825093115102e+001dB,-1.79999857763061e+002°)	(6.52167692851682e+001dB,-1.79999886470283e+002°)	(6.56169517768575e+001dB,-1.79999881576640e+002°)	(6.57312995871217e+001dB,-1.79999904825870e+002°)	(6.59295843538809e+001dB,-1.79999943761312e+002°)
1.29121927361353e+000	(6.63346172822640e+001dB,-1.79999812964272e+002°)	(6.55825093152658e+001dB,-1.79999857435171e+002°)	(6.52167692815667e+001dB,-1.79999886208570e+002°)	(6.56169517787425e+001dB,-1.79999881303646e+002°)	(6.57312995871217e+001dB,-1.79999904606471e+002°)	(6.59295843519259e+001dB,-1.79999943631668e+002°)
1.29419584144998e+000	(6.63346172884067e+001dB,-1.79999812533110e+002°)	(6.55825093133882e+001dB,-1.79999857106525e+002°)	(6.52167692833677e+001dB,-1.79999885946253e+002°)	(6.56169517787427e+001dB,-1.79999881030023e+002°)	(6.57312995928529e+001dB,-1.79999904386567e+002°)	(6.59295843538818e+001dB,-1.79999943501726e+002°)
1.29717927098395e+000	(6.63346172863589e+001dB,-1.79999812100954e+002°)	(6.55825093133880e+001dB,-1.79999856777122e+002°)	(6.52167692833675e+001dB,-1.79999885683332e+002°)	(6.56169517806279e+001dB,-1.79999880755769e+002°)	(6.57312995909426e+001dB,-1.79999904166155e+002°)	(6.59295843538812e+001dB,-1.79999943371484e+002°)
1.30016957803328e+000	(6.63346172884063e+001dB,-1.79999811667802e+002°)	(6.55825093133879e+001dB,-1.79999856446959e+002°)	(6.52167692815662e+001dB,-1.79999885419805e+002°)	(6.56169517806282e+001dB,-1.79999880480882e+002°)	(6.57312995890313e+001dB,-1.79999903945235e+002°)	(6.59295843519273e+001dB,-1.79999943240942e+002°)
1.30316677845229e+000	(6.63346172884061e+001dB,-1.79999811233651e+002°)	(6.55825093171439e+001dB,-1.79999856116035e+002°)	(6.52167692833670e+001dB,-1.79999885155671e+002°)	(6.56169517787430e+001dB,-1.79999880205362e+002°)	(6.57312995909420e+001dB,-1.79999903723806e+002°)	(6.59295843480183e+001dB,-1.79999943110099e+002°)
1.30617088813183e+000	(6.63346172822629e+001dB,-1.79999810798500e+002°)	(6.55825093152655e+001dB,-1.79999855784348e+002°)	(6.52167692833669e+001dB,-1.79999884890927e+002°)	(6.56169517787426e+001dB,-1.79999879929207e+002°)	(6.57312995890313e+001dB,-1.79999903501866e+002°)	(6.59295843519275e+001dB,-1.79999942978954e+002°)
1.30918192299940e+000	(6.63346172884057e+001dB,-1.79999810362345e+002°)	(6.55825093115095e+001dB,-1.79999855451897e+002°)	(6.52167692833666e+001dB,-1.79999884625573e+002°)	(6.56169517825131e+001dB,-1.79999879652415e+002°)	(6.57312995928517e+001dB,-1.79999903279415e+002°)	(6.59295843519266e+001dB,-1.79999942847507e+002°)
1.31219989901920e+000	(6.63346172843101e+001dB,-1.79999809925186e+002°)	(6.55825093171433e+001dB,-1.79999855118679e+002°)	(6.52167692833672e+001dB,-1.79999884359608e+002°)	(6.56169517806277e+001dB,-1.79999879374986e+002°)	(6.57312995928532e+001dB,-1.79999903056451e+002°)	(6.59295843499727e+001dB,-1.79999942715757e+002°)
1.31522483219223e+000	(6.63346172822623e+001dB,-1.79999809487018e+002°)	(6.55825093152660e+001dB,-1.79999854784693e+002°)	(6.52167692851676e+001dB,-1.79999884093029e+002°)	(6.56169517787424e+001dB,-1.79999879096916e+002°)	(6.57312995928527e+001dB,-1.79999902832973e+002°)	(6.59295843538814e+001dB,-1.79999942583703e+002°)
1.31825673855640e+000	(6.63346172904527e+001dB,-1.79999809047840e+002°)	(6.55825093152651e+001dB,-1.79999854449937e+002°)	(6.52167692833671e+001dB,-1.79999883825836e+002°)	(6.56169517806279e+001dB,-1.79999878818206e+002°)	(6.57312995890316e+001dB,-1.79999902608980e+002°)	(6.59295843558362e+001dB,-1.79999942451345e+002°)
1.32129563418657e+000	(6.63346172863571e+001dB,-1.79999808607650e+002°)	(6.55825093152647e+001dB,-1.79999854114410e+002°)	(6.52167692833666e+001dB,-1.79999883558027e+002°)	(6.56169517787423e+001dB,-1.79999878538853e+002°)	(6.57312995909423e+001dB,-1.79999902384471e+002°)	(6.59295843519270e+001dB,-1.79999942318681e+002°)
1.32434153519466e+000	(6.63346172802140e+001dB,-1.79999808166445e+002°)	(6.55825093152646e+001dB,-1.79999853778109e+002°)	(6.52167692833663e+001dB,-1.79999883289600e+002°)	(6.56169517806273e+001dB,-1.79999878258856e+002°)	(6.57312995909418e+001dB,-1.79999902159444e+002°)	(6.59295843538817e+001dB,-1.79999942185712e+002°)
1.32739445772973e+000	(6.63346172822614e+001dB,-1.79999807724223e+002°)	(6.55825093152650e+001dB,-1.79999853441033e+002°)	(6.52167692833669e+001dB,-1.79999883020555e+002°)	(6.56169517806277e+001dB,-1.79999877978214e+002°)	(6.57312995928521e+001dB,-1.79999901933898e+002°)	(6.59295843538817e+001dB,-1.79999942052436e+002°)
1.33045441797808e+000	(6.63346172863565e+001dB,-1.79999807280981e+002°)	(6.55825093152649e+001dB,-1.79999853103179e+002°)	(6.52167692833664e+001dB,-1.79999882750890e+002°)	(6.56169517825126e+001dB,-1.79999877696924e+002°)	(6.57312995909417e+001dB,-1.79999901707832e+002°)	(6.59295843558365e+001dB,-1.79999941918854e+002°)
1.33352143216332e+000	(6.63346172843086e+001dB,-1.79999806836718e+002°)	(6.55825093133870e+001dB,-1.79999852764547e+002°)	(6.52167692833665e+001dB,-1.79999882480603e+002°)	(6.56169517768565e+001dB,-1.79999877414987e+002°)	(6.57312995928525e+001dB,-1.79999901481245e+002°)	(6.59295843538813e+001dB,-1.79999941784963e+002°)
1.33659551654643e+000	(6.63346172863560e+001dB,-1.79999806391431e+002°)	(6.55825093152647e+001dB,-1.79999852425134e+002°)	(6.52167692833665e+001dB,-1.79999882209692e+002°)	(6.56169517768562e+001dB,-1.79999877132399e+002°)	(6.57312995890320e+001dB,-1.79999901254136e+002°)	(6.59295843519264e+001dB,-1.79999941650763e+002°)
1.33967668742593e+000	(6.63346172863558e+001dB,-1.79999805945117e+002°)	(6.55825093133865e+001dB,-1.79999852084939e+002°)	(6.52167692851663e+001dB,-1.79999881938158e+002°)	(6.56169517825126e+001dB,-1.79999876849160e+002°)	(6.57312995909416e+001dB,-1.79999901026503e+002°)	(6.59295843519279e+001dB,-1.79999941516254e+002°)
1.34276496113786e+000	(6.63346172843079e+001dB,-1.79999805497774e+002°)	(6.55825093133864e+001dB,-1.79999851743960e+002°)	(6.52167692815655e+001dB,-1.79999881665997e+002°)	(6.56169517787418e+001dB,-1.79999876565268e+002°)	(6.57312995928524e+001dB,-1.79999900798346e+002°)	(6.59295843558358e+001dB,-1.79999941381435e+002°)
1.34586035405594e+000	(6.63346172843077e+001dB,-1.79999805049400e+002°)	(6.55825093152639e+001dB,-1.79999851402194e+002°)	(6.52167692851672e+001dB,-1.79999881393209e+002°)	(6.56169517787418e+001dB,-1.79999876280722e+002°)	(6.57312995928524e+001dB,-1.79999900569662e+002°)	(6.59295843538809e+001dB,-1.79999941246306e+002°)
1.34896288259164e+000	(6.63346172843074e+001dB,-1.79999804599993e+002°)	(6.55825093115084e+001dB,-1.79999851059641e+002°)	(6.52167692851666e+001dB,-1.79999881119792e+002°)	(6.56169517806265e+001dB,-1.79999875995519e+002°)	(6.57312995890314e+001dB,-1.79999900340452e+002°)	(6.59295843558348e+001dB,-1.79999941110864e+002°)
1.35207256319427e+000	(6.63346172843072e+001dB,-1.79999804149549e+002°)	(6.55825093152639e+001dB,-1.79999850716298e+002°)	(6.52167692815655e+001dB,-1.79999880845745e+002°)	(6.56169517787410e+001dB,-1.79999875709659e+002°)	(6.57312995928528e+001dB,-1.79999900110713e+002°)	(6.59295843519270e+001dB,-1.79999940975111e+002°)
1.35518941235103e+000	(6.63346172863546e+001dB,-1.79999803698068e+002°)	(6.55825093115077e+001dB,-1.79999850372163e+002°)	(6.52167692833656e+001dB,-1.79999880571066e+002°)	(6.56169517787412e+001dB,-1.79999875423141e+002°)	(6.57312995890323e+001dB,-1.79999899880444e+002°)	(6.59295843519266e+001dB,-1.79999940839044e+002°)
1.35831344658715e+000	(6.63346172843067e+001dB,-1.79999803245545e+002°)	(6.55825093133853e+001dB,-1.79999850027236e+002°)	(6.52167692833656e+001dB,-1.79999880295754e+002°)	(6.56169517806266e+001dB,-1.79999875135961e+002°)	(6.57312995928522e+001dB,-1.79999899649645e+002°)	(6.59295843538814e+001dB,-1.79999940702664e+002°)
1.36144468246594e+000	(6.63346172924971e+001dB,-1.79999802791979e+002°)	(6.55825093190198e+001dB,-1.79999849681513e+002°)	(6.52167692815651e+001dB,-1.79999880019807e+002°)	(6.56169517787410e+001dB,-1.79999874848120e+002°)	(6.57312995947619e+001dB,-1.79999899418313e+002°)	(6.59295843538818e+001dB,-1.79999940565970e+002°)
1.36458313658892e+000	(6.63346172843063e+001dB,-1.79999802337368e+002°)	(6.55825093133856e+001dB,-1.79999849334993e+002°)	(6.52167692833655e+001dB,-1.79999879743224e+002°)	(6.56169517806265e+001dB,-1.79999874559615e+002°)	(6.57312995909419e+001dB,-1.79999899186449e+002°)	(6.59295843519266e+001dB,-1.79999940428960e+002°)
1.36772882559584e+000	(6.63346172884013e+001dB,-1.79999801881708e+002°)	(6.55825093133855e+001dB,-1.79999848987674e+002°)	(6.52167692797649e+001dB,-1.79999879466004e+002°)	(6.56169517749704e+001dB,-1.79999874270445e+002°)	(6.57312995909411e+001dB,-1.79999898954049e+002°)	(6.59295843538809e+001dB,-1.79999940291635e+002°)
